mask_id,gender,age,test_date,test_time,EI,SN,TF,JP,face_img
000000020054,female,20.0,2010-11-09,474,13,10,16,13,000000023268.png
000000018592,female,20.0,2010-11-09,324,13,14,5,17,000000015855.png
000000005652,female,20.0,2010-11-09,535,16,18,13,15,000000040825.png
000000004868,female,20.0,2010-11-09,420,19,11,13,14,000000041200.png
000000030650,female,20.0,2010-11-09,399,7,8,16,14,000000044559.png
000000028583,female,18.0,2010-11-09,398,12,15,7,13,000000050922.png
000000037525,female,20.0,2010-11-09,345,20,17,12,13,000000015978.png
000000018210,female,20.0,2010-11-09,374,16,20,19,21,000000009186.png
000000013945,female,20.0,2010-11-09,380,11,17,16,20,000000041751.png
000000042673,female,20.0,2010-11-09,700,4,11,10,15,000000018982.png
000000021027,female,17.0,2010-11-09,287,9,7,9,5,000000026419.png
000000034815,female,20.0,2010-11-09,440,19,17,0,9,000000031564.png
000000039073,female,18.0,2010-11-09,486,4,16,10,11,000000042128.png
000000019847,female,20.0,2010-11-09,331,18,15,18,15,000000010038.png
000000033906,female,20.0,2010-11-09,243,1,12,19,12,000000016639.png
000000036908,female,20.0,2010-11-09,404,11,18,17,17,000000023805.png
000000015632,male,20.0,2010-11-09,293,13,6,14,4,000000008646.png
000000055304,female,20.0,2010-11-09,632,17,7,0,13,000000033143.png
000000048031,female,20.0,2010-11-09,484,10,16,11,4,000000029247.png
000000035364,female,20.0,2010-11-09,353,10,20,22,21,000000033146.png
000000013336,female,20.0,2010-11-09,368,12,18,8,10,000000040177.png
000000005427,female,20.0,2010-11-09,354,17,11,16,12,000000032011.png
000000023211,female,20.0,2010-11-09,408,10,17,19,14,000000044900.png
000000000827,male,20.0,2010-11-09,334,19,18,19,20,000000045827.png
000000055196,female,20.0,2010-11-09,269,19,7,2,8,000000054770.png
000000053987,female,20.0,2010-11-09,338,2,14,3,18,000000055269.png
000000015889,male,20.0,2010-11-09,354,3,10,13,19,000000010597.png
000000018784,female,20.0,2010-11-09,904,6,9,13,13,000000041413.png
000000022944,male,20.0,2010-11-09,261,8,14,13,11,000000010156.png
000000015194,female,20.0,2010-11-09,907,10,10,9,11,000000012870.png
000000047126,female,19.0,2010-11-09,501,5,22,10,10,000000036507.png
000000013276,female,20.0,2010-11-09,562,15,9,10,10,000000042652.png
000000019506,female,20.0,2010-11-09,263,17,7,12,16,000000051819.png
000000044882,male,20.0,2010-11-09,327,10,25,15,13,000000039020.png
000000008987,male,20.0,2010-11-09,50,8,15,8,10,000000054978.png
000000055455,female,20.0,2010-11-09,423,16,14,12,14,000000036105.png
000000001444,female,20.0,2010-11-09,482,17,6,4,12,000000020974.png
000000001084,female,20.0,2010-11-09,416,11,12,7,18,000000020134.png
000000001418,female,20.0,2010-11-09,558,14,8,14,15,000000012525.png
000000035950,female,20.0,2010-11-09,462,7,10,1,4,000000027976.png
000000035358,female,20.0,2010-11-09,310,12,16,10,10,000000047403.png
000000050528,male,20.0,2010-11-09,329,13,14,11,16,000000051592.png
000000013659,female,20.0,2010-11-09,872,17,16,12,20,000000050910.png
000000020430,female,20.0,2010-11-09,318,10,7,3,17,000000003891.png
000000053112,female,20.0,2010-11-09,499,13,21,10,14,000000047526.png
000000032735,female,20.0,2010-11-09,424,17,7,4,19,000000036171.png
000000043755,male,20.0,2010-11-09,378,6,17,15,21,000000045835.png
000000042580,female,20.0,2010-11-10,226,13,21,20,19,000000040567.png
000000010302,female,20.0,2010-11-10,609,18,13,15,12,000000036220.png
000000007813,female,20.0,2010-11-10,453,17,14,10,12,000000008061.png
000000052563,male,20.0,2010-11-10,492,16,4,20,15,000000038883.png
000000051516,female,20.0,2010-11-10,395,7,12,13,15,000000017377.png
000000022355,female,20.0,2010-11-10,353,17,12,20,19,000000008424.png
000000004243,male,20.0,2010-11-10,318,14,14,20,22,000000009905.png
000000021089,male,20.0,2010-11-10,475,14,17,13,12,000000000976.png
000000014500,female,20.0,2010-11-10,620,16,18,12,20,000000033225.png
000000013335,female,20.0,2010-11-10,284,14,15,18,13,000000031762.png
000000012871,male,20.0,2010-11-10,284,9,11,5,10,000000009072.png
000000056235,male,20.0,2010-11-10,249,16,2,15,15,000000006425.png
000000044239,female,20.0,2010-11-10,643,4,19,18,13,000000034576.png
000000039267,female,19.0,2010-11-10,533,2,7,12,7,000000018092.png
000000047592,male,20.0,2010-11-10,255,12,15,15,8,000000027690.png
000000004360,male,20.0,2010-11-10,372,7,12,13,12,000000052685.png
000000049077,female,20.0,2010-11-10,430,8,19,17,17,000000044699.png
000000040419,female,20.0,2010-11-10,366,2,16,21,12,000000031339.png
000000026854,male,20.0,2010-11-10,396,7,18,19,20,000000005061.png
000000016039,female,20.0,2010-11-10,253,17,20,13,19,000000031277.png
000000028245,female,20.0,2010-11-10,334,6,16,21,19,000000048196.png
000000042789,female,20.0,2010-11-10,419,12,22,12,20,000000029759.png
000000055274,female,20.0,2010-11-10,321,18,9,3,4,000000048631.png
000000003557,female,20.0,2010-11-10,408,18,18,10,9,000000004876.png
000000038516,female,20.0,2010-11-10,374,8,12,15,16,000000017777.png
000000044095,female,20.0,2010-11-10,474,15,15,17,17,000000034468.png
000000002704,female,20.0,2010-11-10,368,5,10,24,13,000000033908.png
000000052872,female,20.0,2010-11-10,551,12,15,20,20,000000049950.png
000000045091,male,20.0,2010-11-10,576,18,13,13,16,000000019851.png
000000036936,female,20.0,2010-11-10,439,13,15,17,21,000000050918.png
000000035945,female,20.0,2010-11-10,542,5,22,5,6,000000009824.png
000000026347,female,20.0,2010-11-10,498,11,15,7,9,000000050615.png
000000026735,female,20.0,2010-11-10,263,14,11,10,14,000000008034.png
000000053479,female,20.0,2010-11-10,373,5,8,6,14,000000016084.png
000000011681,female,20.0,2010-11-10,291,12,6,8,7,000000039911.png
000000004002,female,20.0,2010-11-10,267,6,9,13,12,000000020256.png
000000055094,female,20.0,2010-11-10,565,15,10,4,13,000000019788.png
000000035729,male,20.0,2010-11-10,275,13,14,5,9,000000030423.png
000000034309,female,20.0,2010-11-10,367,8,12,10,7,000000001329.png
000000009888,female,20.0,2010-11-10,414,5,15,5,12,000000039947.png
000000031437,female,20.0,2010-11-10,493,9,25,8,21,000000027442.png
000000053360,female,20.0,2010-11-10,490,6,17,22,17,000000051131.png
000000016490,female,20.0,2010-11-10,542,14,12,12,14,000000037235.png
000000008485,female,20.0,2010-11-10,418,4,5,10,10,000000004036.png
000000005134,female,20.0,2010-11-10,324,9,18,10,21,000000041742.png
000000006129,female,20.0,2010-11-10,336,13,14,18,20,000000054650.png
000000002782,female,20.0,2010-11-10,355,10,18,17,20,000000041137.png
000000013153,female,20.0,2010-11-10,362,2,16,11,13,000000056056.png
000000024699,female,20.0,2010-11-10,484,18,5,6,4,000000046785.png
000000023534,female,20.0,2010-11-10,312,16,9,10,8,000000015386.png
000000019745,female,20.0,2010-11-10,287,9,8,3,14,000000011552.png
000000045382,female,20.0,2010-11-10,279,8,18,7,11,000000036322.png
000000014306,female,20.0,2010-11-10,289,14,11,19,19,000000036777.png
000000012011,male,20.0,2010-11-10,535,10,12,3,9,000000020854.png
000000050093,female,20.0,2010-11-10,285,5,14,16,15,000000046515.png
000000042097,female,18.0,2010-11-10,347,12,11,12,16,000000052232.png
000000022537,female,20.0,2010-11-10,491,6,11,8,17,000000047449.png
000000053473,male,20.0,2010-11-10,757,2,11,13,6,000000021893.png
000000040858,female,20.0,2010-11-10,612,6,12,10,21,000000055098.png
000000027221,female,20.0,2010-11-10,248,3,9,1,4,000000015747.png
000000020000,female,20.0,2010-11-10,587,5,19,10,10,000000044627.png
000000008101,female,20.0,2010-11-10,428,11,15,7,12,000000011658.png
000000051410,male,20.0,2010-11-10,584,10,16,23,22,000000028969.png
000000046415,female,20.0,2010-11-10,447,11,18,6,18,000000026261.png
000000014502,female,20.0,2010-11-10,345,6,7,8,11,000000012732.png
000000000066,female,20.0,2010-11-10,245,18,9,2,8,000000052561.png
000000055663,female,20.0,2010-11-10,613,14,10,19,15,000000011963.png
000000038285,female,20.0,2010-11-10,428,12,20,10,14,000000004086.png
000000033244,female,20.0,2010-11-10,362,12,11,9,10,000000040075.png
000000026958,female,20.0,2010-11-10,620,15,13,11,17,000000026896.png
000000043908,female,20.0,2010-11-10,274,6,19,5,14,000000009537.png
000000033813,male,20.0,2010-11-10,374,14,12,13,19,000000012238.png
000000009931,female,20.0,2010-11-10,411,5,20,18,15,000000047106.png
000000039449,female,20.0,2010-11-10,350,17,16,0,5,000000049221.png
000000035523,female,20.0,2010-11-10,388,15,8,14,13,000000022960.png
000000039631,female,20.0,2010-11-10,219,14,7,5,8,000000053709.png
000000031705,female,20.0,2010-11-10,262,2,15,11,19,000000047214.png
000000004184,female,20.0,2010-11-10,496,14,15,5,5,000000018580.png
000000043569,female,20.0,2010-11-10,408,2,21,6,20,000000021996.png
000000021590,female,18.0,2010-11-10,307,7,14,11,17,000000046410.png
000000015863,female,20.0,2010-11-10,422,15,8,5,7,000000035944.png
000000025671,female,20.0,2010-11-10,332,7,8,10,19,000000033250.png
000000020292,female,18.0,2010-11-10,353,12,16,17,15,000000004953.png
000000044425,male,20.0,2010-11-10,363,12,8,13,16,000000020514.png
000000009264,female,20.0,2010-11-10,316,2,16,14,20,000000035732.png
000000052852,female,20.0,2010-11-10,386,12,13,16,12,000000038508.png
000000041999,male,20.0,2010-11-10,83,11,13,11,11,000000008991.png
000000043692,female,20.0,2010-11-10,193,12,21,19,21,000000032627.png
000000034466,female,20.0,2010-11-10,554,18,9,1,10,000000032020.png
000000027027,female,20.0,2010-11-10,402,19,10,4,10,000000018243.png
000000054726,female,20.0,2010-11-10,256,8,20,20,17,000000047903.png
000000033985,female,20.0,2010-11-10,434,16,25,22,19,000000015929.png
000000001848,female,20.0,2010-11-10,402,12,10,2,10,000000017678.png
000000023333,female,20.0,2010-11-10,256,1,17,10,9,000000041492.png
000000034265,female,20.0,2010-11-10,827,5,14,18,18,000000025154.png
000000033652,male,20.0,2010-11-10,437,15,19,12,11,000000032982.png
000000021971,female,20.0,2010-11-10,165,15,15,8,16,000000052788.png
000000035213,male,20.0,2010-11-10,504,10,3,9,12,000000044346.png
000000023082,female,20.0,2010-11-10,704,17,8,16,20,000000028678.png
000000035617,female,20.0,2010-11-11,451,8,15,10,11,000000048844.png
000000052687,male,20.0,2010-11-11,463,6,15,7,15,000000026406.png
000000007862,female,20.0,2010-11-11,256,16,24,18,21,000000036885.png
000000015103,female,18.0,2010-11-11,268,16,10,6,5,000000021112.png
000000002068,male,20.0,2010-11-11,490,5,4,16,16,000000019071.png
000000046633,female,20.0,2010-11-11,572,16,7,9,9,000000034964.png
000000053523,female,20.0,2010-11-11,257,5,11,8,10,000000046593.png
000000047894,female,20.0,2010-11-11,57,11,13,13,11,000000051522.png
000000022705,female,20.0,2010-11-11,66,12,13,11,13,000000015097.png
000000025390,female,20.0,2010-11-11,378,10,17,17,13,000000013496.png
000000038583,female,20.0,2010-11-11,531,7,13,13,14,000000055640.png
000000044987,male,20.0,2010-11-11,129,11,13,10,14,000000022492.png
000000021225,male,20.0,2010-11-11,169,7,13,15,12,000000022009.png
000000018962,female,20.0,2010-11-11,396,13,13,11,3,000000016988.png
000000050952,female,20.0,2010-11-11,281,9,15,20,16,000000051063.png
000000038668,female,20.0,2010-11-11,422,14,16,23,13,000000053861.png
000000056188,male,20.0,2010-11-11,424,4,13,16,13,000000017694.png
000000042484,female,20.0,2010-11-11,348,15,14,7,13,000000030692.png
000000025203,female,18.0,2010-11-11,456,5,5,17,10,000000041673.png
000000039878,female,20.0,2010-11-11,233,2,14,7,14,000000027009.png
000000046011,female,20.0,2010-11-11,422,19,11,2,2,000000019545.png
000000014645,female,20.0,2010-11-11,509,5,25,13,19,000000009895.png
000000007618,female,20.0,2010-11-11,447,9,19,12,7,000000008560.png
000000048559,female,20.0,2010-11-11,167,14,22,17,17,000000054626.png
000000003193,female,20.0,2010-11-11,312,19,16,13,5,000000044079.png
000000039226,female,20.0,2010-11-11,553,10,8,19,16,000000053964.png
000000038648,female,20.0,2010-11-11,346,16,18,16,4,000000038665.png
000000028671,male,20.0,2010-11-11,394,2,7,14,1,000000033902.png
000000025398,male,20.0,2010-11-11,470,11,11,6,9,000000041849.png
000000004882,female,20.0,2010-11-11,324,7,8,1,5,000000048967.png
000000036813,female,20.0,2010-11-11,512,10,15,13,13,000000023899.png
000000037678,male,20.0,2010-11-12,427,14,6,16,5,000000029106.png
000000046361,female,20.0,2010-11-12,671,17,13,9,8,000000050673.png
000000026118,male,20.0,2010-11-12,262,2,8,5,11,000000051398.png
000000030483,male,20.0,2010-11-12,628,13,17,15,18,000000004070.png
000000054921,female,20.0,2010-11-12,460,18,8,12,5,000000023995.png
000000021510,male,20.0,2010-11-12,297,8,15,16,12,000000048053.png
000000040129,female,20.0,2010-11-12,224,17,18,13,21,000000018995.png
000000007055,female,20.0,2010-11-12,193,8,16,3,18,000000013475.png
000000053630,female,20.0,2010-11-12,234,12,8,1,5,000000052017.png
000000024252,male,20.0,2010-11-12,51,9,14,11,9,000000051603.png
000000032865,female,20.0,2010-11-12,368,9,8,4,5,000000041690.png
000000031998,female,20.0,2010-11-12,560,14,8,11,4,000000017463.png
000000048403,female,20.0,2010-11-12,378,10,13,6,17,000000052397.png
000000025191,female,20.0,2010-11-12,390,15,18,14,21,000000003887.png
000000032271,female,20.0,2010-11-12,335,2,14,20,21,000000028671.png
000000042286,female,20.0,2010-11-12,302,17,7,2,10,000000021350.png
000000035221,female,20.0,2010-11-12,472,9,17,13,17,000000004401.png
000000038464,male,20.0,2010-11-12,359,15,12,18,20,000000016128.png
000000043459,male,20.0,2010-11-12,421,11,7,17,3,000000052208.png
000000008295,female,20.0,2010-11-12,406,14,17,15,10,000000033078.png
000000013320,male,20.0,2010-11-12,274,16,11,18,8,000000034154.png
000000020624,male,20.0,2010-11-12,319,3,9,14,14,000000008343.png
000000009841,male,20.0,2010-11-12,426,9,11,21,20,000000047995.png
000000040011,female,20.0,2010-11-12,395,3,15,18,13,000000042453.png
000000021448,female,20.0,2010-11-12,420,10,20,23,19,000000047980.png
000000002533,male,20.0,2010-11-12,482,9,11,14,15,000000011300.png
000000000809,female,20.0,2010-11-12,400,6,4,10,6,000000043658.png
000000018541,female,20.0,2010-11-12,789,10,14,15,12,000000010672.png
000000002826,female,20.0,2010-11-12,483,13,20,15,19,000000032633.png
000000033670,male,20.0,2010-11-12,517,7,3,15,12,000000008563.png
000000010449,male,20.0,2010-11-12,369,13,8,24,11,000000045753.png
000000005729,male,20.0,2010-11-12,512,5,19,16,17,000000050743.png
000000038822,female,20.0,2010-11-12,473,14,8,14,14,000000031608.png
000000048078,male,20.0,2010-11-12,508,10,11,20,18,000000000278.png
000000030342,female,20.0,2010-11-12,429,17,6,3,14,000000056452.png
000000002852,female,20.0,2010-11-12,410,9,25,18,19,000000016584.png
000000037028,male,20.0,2010-11-12,263,11,17,15,15,000000047538.png
000000009732,male,20.0,2010-11-12,476,7,19,14,16,000000031954.png
000000028662,female,20.0,2010-11-12,488,19,13,9,11,000000019115.png
000000045999,male,20.0,2010-11-12,472,13,11,9,4,000000010204.png
000000012932,female,20.0,2010-11-12,554,2,9,16,11,000000044367.png
000000042784,female,20.0,2010-11-12,487,5,15,14,18,000000036178.png
000000048549,male,20.0,2010-11-12,594,17,19,14,14,000000011979.png
000000023259,male,20.0,2010-11-12,722,8,18,12,12,000000036768.png
000000037092,male,20.0,2010-11-12,495,15,8,10,16,000000019364.png
000000006456,male,20.0,2010-11-12,419,16,18,12,13,000000036388.png
000000028469,female,20.0,2010-11-12,412,2,11,16,17,000000019202.png
000000040744,female,20.0,2010-11-12,667,11,8,18,11,000000037373.png
000000037232,female,20.0,2010-11-12,469,18,12,6,8,000000015249.png
000000022326,male,20.0,2010-11-12,458,8,2,0,3,000000048698.png
000000051415,male,20.0,2010-11-12,268,16,17,18,16,000000007471.png
000000031827,male,20.0,2010-11-12,264,12,15,14,11,000000022316.png
000000013919,female,20.0,2010-11-12,372,13,6,8,15,000000000631.png
000000042339,female,20.0,2010-11-12,510,2,18,7,10,000000030718.png
000000003980,male,28.0,2010-11-12,258,15,17,20,20,000000001913.png
000000052686,male,19.0,2010-11-12,453,5,20,10,15,000000022423.png
000000039748,female,20.0,2010-11-12,592,3,21,15,19,000000032952.png
000000049736,female,20.0,2010-11-12,469,14,16,13,10,000000007445.png
000000004849,male,20.0,2010-11-12,324,18,9,20,6,000000026407.png
000000023007,male,18.0,2010-11-12,296,13,19,20,20,000000005002.png
000000050458,male,20.0,2010-11-12,525,12,8,21,14,000000037488.png
000000003553,male,20.0,2010-11-12,473,4,11,14,6,000000044381.png
000000011869,male,20.0,2010-11-12,350,9,10,14,7,000000050131.png
000000037743,male,20.0,2010-11-12,404,8,21,8,8,000000042329.png
000000054716,female,20.0,2010-11-12,735,6,5,18,20,000000015955.png
000000037971,female,20.0,2010-11-12,424,10,18,13,20,000000027178.png
000000032567,male,20.0,2010-11-12,635,18,16,20,18,000000038281.png
000000051862,male,20.0,2010-11-12,553,6,9,19,14,000000017971.png
000000040357,male,20.0,2010-11-12,483,14,11,5,8,000000041957.png
000000003189,male,20.0,2010-11-12,597,16,12,22,7,000000055545.png
000000030693,male,20.0,2010-11-12,521,2,2,22,9,000000006418.png
000000002792,male,19.0,2010-11-12,566,1,3,18,4,000000008499.png
000000056724,male,20.0,2010-11-12,395,9,8,21,17,000000040224.png
000000046528,male,20.0,2010-11-12,507,16,16,17,14,000000020329.png
000000020877,male,20.0,2010-11-12,557,16,16,13,16,000000017556.png
000000017184,male,20.0,2010-11-12,349,11,7,11,6,000000015046.png
000000019596,male,20.0,2010-11-12,428,12,7,4,2,000000023584.png
000000046792,male,20.0,2010-11-12,366,9,7,9,5,000000047663.png
000000055076,female,20.0,2010-11-12,426,18,9,6,14,000000045398.png
000000023195,male,20.0,2010-11-12,325,16,24,19,20,000000022336.png
000000037467,male,20.0,2010-11-12,325,15,22,17,19,000000026747.png
000000022399,female,20.0,2010-11-12,433,10,19,19,16,000000029412.png
000000003134,male,20.0,2010-11-12,423,11,18,14,13,000000009764.png
000000002747,female,20.0,2010-11-12,407,6,18,16,10,000000002591.png
000000041662,male,20.0,2010-11-12,352,8,22,3,10,000000037945.png
000000038208,male,20.0,2010-11-12,234,10,11,10,17,000000038960.png
000000047551,male,20.0,2010-11-12,346,7,12,15,7,000000051754.png
000000024478,female,20.0,2010-11-12,334,17,17,13,9,000000018767.png
000000045949,female,20.0,2010-11-12,375,9,12,11,10,000000055510.png
000000001917,female,20.0,2010-11-12,442,10,15,16,19,000000053331.png
000000002996,male,20.0,2010-11-12,493,6,22,13,17,000000020861.png
000000002461,male,20.0,2010-11-12,482,9,8,7,7,000000010403.png
000000027415,female,20.0,2010-11-12,434,12,14,4,2,000000009644.png
000000029291,male,20.0,2010-11-12,473,5,5,10,5,000000056536.png
000000016306,male,20.0,2010-11-12,552,6,18,15,21,000000017768.png
000000042988,female,20.0,2010-11-12,496,16,8,11,11,000000011139.png
000000049732,female,20.0,2010-11-12,473,12,19,12,16,000000039290.png
000000011960,female,20.0,2010-11-12,514,14,14,14,3,000000004326.png
000000013979,female,20.0,2010-11-12,304,6,8,13,11,000000032281.png
000000055868,male,20.0,2010-11-12,463,16,12,16,11,000000031884.png
000000030734,male,20.0,2010-11-12,511,15,14,2,9,000000015942.png
000000017152,female,20.0,2010-11-12,479,13,21,2,21,000000019057.png
000000021289,female,20.0,2010-11-12,493,11,19,13,7,000000056337.png
000000006261,male,20.0,2010-11-12,557,17,16,16,11,000000030457.png
000000048150,female,20.0,2010-11-12,628,12,18,15,19,000000052298.png
000000021438,female,18.0,2010-11-12,445,4,1,14,5,000000010092.png
000000000871,male,20.0,2010-11-12,653,5,13,12,19,000000028332.png
000000009674,male,20.0,2010-11-12,710,5,12,11,3,000000021062.png
000000027107,male,20.0,2010-11-12,608,5,14,3,20,000000052415.png
000000007295,female,20.0,2010-11-12,584,11,16,13,12,000000041273.png
000000050406,male,20.0,2010-11-12,503,13,15,10,7,000000009269.png
000000006870,male,20.0,2010-11-12,667,11,21,16,21,000000028433.png
000000055194,male,20.0,2010-11-12,219,14,16,12,14,000000016439.png
000000008814,female,20.0,2010-11-12,416,9,15,7,17,000000050180.png
000000016858,male,20.0,2010-11-12,321,19,8,0,8,000000002651.png
000000050247,male,20.0,2010-11-12,274,3,12,17,3,000000003900.png
000000027169,male,20.0,2010-11-12,530,7,11,20,20,000000009463.png
000000009825,male,20.0,2010-11-12,347,16,14,17,7,000000030828.png
000000007515,male,20.0,2010-11-12,472,9,20,15,15,000000002329.png
000000021954,female,20.0,2010-11-12,452,18,11,2,11,000000038500.png
000000051126,male,20.0,2010-11-12,387,8,14,23,16,000000021691.png
000000003405,female,20.0,2010-11-12,506,10,13,9,15,000000000349.png
000000038922,male,20.0,2010-11-12,598,7,6,5,8,000000043766.png
000000042655,male,20.0,2010-11-12,429,12,17,16,18,000000007960.png
000000018114,male,20.0,2010-11-12,676,10,21,21,19,000000021253.png
000000048296,male,20.0,2010-11-12,318,11,23,16,17,000000019966.png
000000047147,female,20.0,2010-11-12,509,12,12,9,11,000000004313.png
000000006026,male,20.0,2010-11-12,371,19,11,6,9,000000010754.png
000000047793,male,20.0,2010-11-12,452,10,13,14,4,000000007146.png
000000041186,male,20.0,2010-11-12,444,9,9,12,10,000000013745.png
000000011516,male,20.0,2010-11-12,352,8,17,12,22,000000012040.png
000000020439,female,20.0,2010-11-12,507,15,17,9,8,000000027890.png
000000025989,male,20.0,2010-11-12,457,5,19,21,9,000000021389.png
000000007389,female,20.0,2010-11-12,521,10,18,9,14,000000036236.png
000000056233,male,20.0,2010-11-12,537,17,25,12,14,000000009271.png
000000028954,female,20.0,2010-11-12,586,21,14,10,18,000000014102.png
000000010248,female,20.0,2010-11-12,551,20,21,15,8,000000024390.png
000000039099,male,20.0,2010-11-12,373,4,21,10,5,000000004455.png
000000006555,female,20.0,2010-11-12,651,6,16,16,8,000000012213.png
000000026420,male,20.0,2010-11-12,230,15,14,19,16,000000002178.png
000000000826,female,20.0,2010-11-12,877,12,11,20,17,000000011290.png
000000006837,female,20.0,2010-11-12,206,10,14,10,17,000000037872.png
000000030658,male,20.0,2010-11-12,396,12,16,8,16,000000009851.png
000000029853,male,20.0,2010-11-12,331,19,9,7,8,000000027264.png
000000021115,male,20.0,2010-11-12,360,15,9,2,10,000000003582.png
000000053839,female,20.0,2010-11-12,358,13,20,13,22,000000024572.png
000000008910,male,20.0,2010-11-12,66,12,11,14,11,000000007039.png
000000050336,female,20.0,2010-11-12,454,12,17,13,14,000000047820.png
000000021643,female,20.0,2010-11-12,206,9,18,12,18,000000041968.png
000000043102,female,20.0,2010-11-12,934,9,16,9,16,000000030121.png
000000003999,male,20.0,2010-11-12,197,18,16,5,12,000000051932.png
000000041927,female,20.0,2010-11-12,246,20,12,0,1,000000050184.png
000000028463,male,20.0,2010-11-12,431,13,16,17,18,000000035822.png
000000023153,female,20.0,2010-11-12,358,2,12,17,16,000000045112.png
000000035307,female,20.0,2010-11-13,309,1,19,10,5,000000006473.png
000000055354,female,20.0,2010-11-13,176,15,13,3,2,000000026361.png
000000043766,female,20.0,2010-11-14,252,5,8,4,8,000000019587.png
000000053873,female,20.0,2010-11-14,276,2,0,13,15,000000008475.png
000000048835,male,20.0,2010-11-15,289,17,14,18,13,000000050218.png
000000023395,male,20.0,2010-11-15,425,6,15,16,9,000000039526.png
000000020504,male,20.0,2010-11-15,474,6,17,8,9,000000029240.png
000000040749,male,20.0,2010-11-15,308,7,11,11,16,000000020453.png
000000043341,female,20.0,2010-11-15,326,16,17,3,12,000000010252.png
000000024589,female,20.0,2010-11-15,395,12,19,8,13,000000043226.png
000000039371,female,20.0,2010-11-15,263,18,16,21,19,000000027772.png
000000024492,female,20.0,2010-11-15,399,15,18,14,21,000000024541.png
000000023265,female,20.0,2010-11-15,519,14,15,17,15,000000032472.png
000000025442,female,20.0,2010-11-15,546,9,7,11,12,000000054119.png
000000040527,female,20.0,2010-11-15,490,11,19,15,12,000000038381.png
000000006579,female,20.0,2010-11-15,474,6,20,14,10,000000035423.png
000000052280,female,20.0,2010-11-15,176,13,20,17,15,000000026838.png
000000012737,female,20.0,2010-11-15,495,12,18,16,12,000000039017.png
000000044274,female,20.0,2010-11-15,880,9,15,12,16,000000008251.png
000000047071,female,20.0,2010-11-15,389,16,15,11,20,000000018155.png
000000036462,male,20.0,2010-11-15,424,3,3,20,22,000000045913.png
000000016111,female,20.0,2010-11-15,440,19,18,17,15,000000039864.png
000000007298,female,20.0,2010-11-15,437,9,23,12,20,000000021242.png
000000040863,female,20.0,2010-11-15,289,11,24,9,13,000000035058.png
000000024372,female,20.0,2010-11-15,444,10,22,9,3,000000018017.png
000000028387,female,20.0,2010-11-15,609,10,19,15,19,000000045055.png
000000040968,male,20.0,2010-11-15,373,9,17,12,3,000000000177.png
000000037719,male,20.0,2010-11-15,442,8,18,17,4,000000022340.png
000000044919,female,20.0,2010-11-15,239,11,17,15,18,000000037317.png
000000056649,female,20.0,2010-11-15,554,9,19,9,3,000000046331.png
000000049663,female,20.0,2010-11-15,439,9,15,17,16,000000053887.png
000000011855,male,20.0,2010-11-15,639,7,7,17,20,000000009940.png
000000053146,female,20.0,2010-11-15,281,5,12,20,19,000000024565.png
000000018518,male,20.0,2010-11-15,337,16,15,15,14,000000041321.png
000000055765,male,20.0,2010-11-15,459,15,6,19,17,000000001113.png
000000024965,male,20.0,2010-11-15,425,13,5,11,10,000000028901.png
000000025019,female,20.0,2010-11-15,308,12,7,4,2,000000032231.png
000000048622,female,20.0,2010-11-15,836,8,20,16,14,000000005166.png
000000052229,female,20.0,2010-11-15,500,15,13,5,17,000000023320.png
000000012580,female,20.0,2010-11-15,433,11,9,11,17,000000026334.png
000000050042,female,20.0,2010-11-15,415,6,10,18,18,000000001572.png
000000036149,male,20.0,2010-11-15,84,12,12,13,11,000000031801.png
000000028628,male,20.0,2010-11-15,454,3,9,4,6,000000052168.png
000000055193,female,20.0,2010-11-15,288,7,16,10,8,000000012424.png
000000007035,male,20.0,2010-11-15,397,12,20,14,19,000000049229.png
000000042876,male,20.0,2010-11-15,310,12,22,24,21,000000035878.png
000000012209,female,20.0,2010-11-15,500,12,15,14,7,000000053298.png
000000044351,female,20.0,2010-11-15,379,6,18,18,12,000000030247.png
000000025243,female,20.0,2010-11-15,590,11,19,6,12,000000045188.png
000000022552,female,20.0,2010-11-15,500,16,15,11,8,000000031319.png
000000006577,female,20.0,2010-11-15,440,12,23,18,15,000000008482.png
000000009930,female,20.0,2010-11-15,310,9,20,9,3,000000016157.png
000000038481,female,20.0,2010-11-15,212,17,13,3,18,000000015229.png
000000038155,male,20.0,2010-11-15,184,12,6,7,8,000000023467.png
000000052660,male,20.0,2010-11-15,264,4,20,9,3,000000053452.png
000000011109,male,20.0,2010-11-15,354,6,16,15,17,000000035558.png
000000028185,male,20.0,2010-11-15,260,13,14,17,21,000000035275.png
000000008656,female,20.0,2010-11-15,455,19,20,14,14,000000028444.png
000000046475,male,20.0,2010-11-15,358,9,13,18,20,000000003321.png
000000041366,female,20.0,2010-11-15,423,13,19,5,15,000000022467.png
000000042070,female,20.0,2010-11-15,552,16,16,15,17,000000015534.png
000000047286,male,20.0,2010-11-15,663,10,15,10,9,000000052647.png
000000048903,female,18.0,2010-11-15,402,17,15,12,15,000000055215.png
000000045675,female,20.0,2010-11-15,311,1,15,19,21,000000008862.png
000000039202,male,20.0,2010-11-15,313,8,19,14,21,000000024620.png
000000025545,female,20.0,2010-11-15,427,7,22,20,18,000000037274.png
000000024280,female,20.0,2010-11-15,742,16,15,6,15,000000002112.png
000000009145,female,20.0,2010-11-15,403,11,12,11,10,000000035435.png
